source	registry_source_id	raw_term	headword	pos	cefr	topic_or_section	pdf_page	source_ref	definition	notes	source_role	corpus_policy	source_format	locator
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	summer	summer	noun		Seasons | explicit lexical targets	24	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=24;section=explicit_diagram_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	fall	fall	noun		Seasons | explicit lexical targets	24	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=24;section=explicit_diagram_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	winter	winter	noun		Seasons | explicit lexical targets	24	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=24;section=explicit_diagram_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	penguin	penguin	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	dolphin	dolphin	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	alligator	alligator	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	lion	lion	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	octopus	octopus	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	bear	bear	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	pig	pig	noun		Animals | explicit lexical targets	30	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=30;section=explicit_crossword_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	leg	leg	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	antenna	antenna	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	wing	wing	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	head	head	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	abdomen	abdomen	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	thorax	thorax	noun		Insects | explicit lexical targets	32	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=32;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	bus driver	bus driver	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	doctor	doctor	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	dentist	dentist	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	librarian	librarian	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	firefighter	firefighter	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	teacher	teacher	noun		Community helpers | explicit lexical targets	40	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=40;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	canoe	canoe	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	airplane	airplane	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	train	train	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	sailboat	sailboat	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	helicopter	helicopter	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	van	van	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	truck	truck	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	car	car	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	bus	bus	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	bike	bike	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	ship	ship	noun		Transportation | explicit lexical targets	42	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=42;section=explicit_picture_labels
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	north	north			Directional words | explicit lexical targets	46	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=46;section=explicit_map_key
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	south	south			Directional words | explicit lexical targets	46	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=46;section=explicit_map_key
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	east	east			Directional words | explicit lexical targets	46	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=46;section=explicit_map_key
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	west	west			Directional words | explicit lexical targets	46	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=46;section=explicit_map_key
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	quarter	quarter	noun		Economics | explicit lexical targets	48	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=48;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	penny	penny	noun		Economics | explicit lexical targets	48	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=48;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	nickel	nickel	noun		Economics | explicit lexical targets	48	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=48;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	dime	dime	noun		Economics | explicit lexical targets	48	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=48;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	dollar	dollar	noun		Economics | explicit lexical targets	48	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=48;section=explicit_word_bank
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	polite	polite	adjective		Character traits | explicit lexical targets	52	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=52;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	cooperative	cooperative	adjective		Character traits | explicit lexical targets	52	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=52;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	helpful	helpful	adjective		Character traits | explicit lexical targets	52	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=52;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	honest	honest	adjective		Character traits | explicit lexical targets	52	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=52;section=explicit_word_box
Scholastic Success with Vocabulary, Grade 1	scholastic-success-vocabulary-grade-1	responsible	responsible	adjective		Character traits | explicit lexical targets	52	registry:scholastic-success-vocabulary-grade-1		Explicit printed word-bank, list, chart or label form only; lemma, sense and IELTS relevance require editorial review.	lexical_candidate	candidate_only	pdf	pdf:explicit-lexical-targets;pdf_page=52;section=explicit_word_box
