source	registry_source_id	raw_term	headword	pos	cefr	topic_or_section	pdf_page	source_ref	definition	notes	source_role	corpus_policy	source_format	locator
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	answer	answer	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=1;entry=11;printed-locators=2
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	apartment block	apartment block	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=1;entry=12;printed-locators=12
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	apple	apple	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=1;entry=13;printed-locators=4,17
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	arm	arm	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=1;entry=14;printed-locators=11
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	armchair	armchair	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=15;printed-locators=13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	ask	ask	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=16;printed-locators=2
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	at night	at night	expression		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=17;printed-locators=25
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	aunt	aunt	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=18;printed-locators=6
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	baby (pl babies)	baby (pl babies)	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=19;printed-locators=24
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	badminton	badminton	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=20;printed-locators=16
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bag	bag	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=21;printed-locators=21,24
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	ball	ball	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=22;printed-locators=4,7,18,22
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	balloon	balloon	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=23;printed-locators=18
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	banana	banana	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=24;printed-locators=17
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	barn	barn	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=25;printed-locators=15
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	baseball	baseball	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=26;printed-locators=16
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	baseball bat	baseball bat	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=27;printed-locators=7
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	baseball cap	baseball cap	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=28;printed-locators=21
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	basketball	basketball	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=29;printed-locators=16
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bathroom	bathroom	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=30;printed-locators=13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bathtub	bathtub	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=31;printed-locators=13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	be (is/are)	be (is/are)	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=32;printed-locators=1,4,5,6,9,15,21,22,25,G1
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	beach (pl beaches)	beach (pl beaches)	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=33;printed-locators=22
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bean	bean	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=34;printed-locators=23
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bear	bear	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=35;printed-locators=5
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	beautiful	beautiful	adjective		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=36;printed-locators=10,21
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bed	bed	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=37;printed-locators=7,25
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bedroom	bedroom	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=38;printed-locators=13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bee	bee	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=39;printed-locators=15
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	beginning	beginning	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=40;printed-locators=G13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	behind	behind	preposition		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=41;printed-locators=12,G8
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	between	between	preposition		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=42;printed-locators=12,G8
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	big	big	adjective		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=43;printed-locators=10,21
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bike	bike	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=44;printed-locators=12,19
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bird	bird	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=45;printed-locators=5
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	black	black	adjective		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=2;entry=46;printed-locators=4
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	blue	blue	adjective		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=47;printed-locators=4
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	board	board	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=48;printed-locators=2
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	board game	board game	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=49;printed-locators=18
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	boat	boat	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=50;printed-locators=12
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	body (pl bodies)	body (pl bodies)	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=51;printed-locators=11
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	book	book	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=52;printed-locators=2,4,22
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bookcase	bookcase	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=53;printed-locators=13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bookstore	bookstore	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=54;printed-locators=12
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	book pack	book pack	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=55;printed-locators=4
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	boot	boot	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=56;printed-locators=21
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bounce	bounce	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=57;printed-locators=16
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	boy	boy	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=58;printed-locators=24
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bread	bread	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=59;printed-locators=23
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	breakfast	breakfast	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=60;printed-locators=23,25
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	brother	brother	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=61;printed-locators=6
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	brown	brown	adjective		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=62;printed-locators=4
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	brush your teeth	brush your teeth	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=63;printed-locators=25
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bucket	bucket	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=64;printed-locators=22
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	burger	burger	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=65;printed-locators=23
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bus (pl buses)	bus (pl buses)	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=66;printed-locators=12
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	but	but	conjunction		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=67;printed-locators=G11
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	bye	bye	expression		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=68;printed-locators=G14
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	cake	cake	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=69;printed-locators=23
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	call	call	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=70;printed-locators=25
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	camera	camera	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=71;printed-locators=7
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	can	can	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=72;printed-locators=16,G3
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	car	car	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=73;printed-locators=7,12,18
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	carrot	carrot	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=74;printed-locators=17
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	cat	cat	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=75;printed-locators=10
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	catch	catch	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=76;printed-locators=16
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	chair	chair	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=77;printed-locators=2,7,13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	check off	check off	verb		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=78;printed-locators=G13
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	chef	chef	noun		Alphabetical Word list	250	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=250;section=word-list;column=3;entry=79;printed-locators=6
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	chicken	chicken	noun		Alphabetical Word list	251	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=251;section=word-list;column=1;entry=1;printed-locators=15,23
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	child (pl children)	child (pl children)	noun		Alphabetical Word list	251	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=251;section=word-list;column=1;entry=2;printed-locators=24
English for Everyone Junior: Beginners Course	english-for-everyone-junior-beginners	children	children	noun		Alphabetical Word list	251	registry:english-for-everyone-junior-beginners		Candidate-only explicit Word list entry; printed POS and unit locator only; no entry-level CEFR inferred; editorial review required.	lexical_candidate	candidate_only	pdf	pdf:page=251;section=word-list;column=1;entry=3;printed-locators=24
