source	registry_source_id	raw_term	headword	pos	cefr	topic_or_section	pdf_page	source_ref	definition	notes	source_role	corpus_policy	source_format	locator
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	six	six			Lesson 01 | printed page 6	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=6
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	trunk	trunk			Lesson 24 | printed page 75	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=75
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	apple	apple			Lesson 22 | printed page 69	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=69
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	desk	desk			Lesson 18 | printed page 57	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=57
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	head	head			Lesson 21 | printed page 66	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=66
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	one	one			Lesson 01 | printed page 6	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=6
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	skate	skate			Lesson 09 | printed page 30	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=30
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	two	two			Lesson 01 | printed page 6	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=6
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	apron	apron			Lesson 14 | printed page 45	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=45
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	dive	dive			Lesson 10 | printed page 33	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=33
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hear	hear			Lesson 20 | printed page 63	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=63
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	onion	onion			Lesson 23 | printed page 72	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=72
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	skin	skin			Lesson 20 | printed page 63	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=63
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	arm	arm			Lesson 21 | printed page 66	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=66
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	dog	dog			Lesson 13 | printed page 42	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=42
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hen	hen			Lesson 13 | printed page 42	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=42
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	orange	orange			Lesson 22 | printed page 69	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=69
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	skip	skip			Lesson 09 | printed page 30	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=30
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	under	under			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	around	around			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	doghouse	doghouse			Lesson 12 | printed page 39	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=39
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hiss	hiss			Lesson 07 | printed page 24	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=24
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	oven	oven			Lesson 14 | printed page 45	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=45
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	sky	sky			Lesson 19 | printed page 60	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=60
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	up	up			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	ask	ask			Lesson 04 | printed page 15	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=15
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	down	down			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	honk	honk			Lesson 07 | printed page 24	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=24
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	over	over			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	slide	slide			Lesson 10 | printed page 33	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=33
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	duck	duck			Lesson 13 | printed page 42	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=42
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hoot	hoot			Lesson 07 | printed page 24	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=24
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	slow	slow			Lesson 05 | printed page 18	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=18
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	walk	walk			Lesson 09 | printed page 30	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=30
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	baby	baby			Lesson 15 | printed page 48	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=48
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	duckling	duckling			Lesson 13 | printed page 42	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=42
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hop	hop			Lesson 09 | printed page 30	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=30
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	pan	pan			Lesson 14 | printed page 45	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=45
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	small	small			Lesson 06 | printed page 21	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=21
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	water	water			Lesson 19 | printed page 60	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=60
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	backpack	backpack			Lesson 12 | printed page 39	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=39
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	horse	horse			Lesson 17 | printed page 54	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=54
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	paper	paper			Lesson 18 | printed page 57	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=57
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	smell	smell			Lesson 20 | printed page 63	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=63
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	bake	bake			Lesson 14 | printed page 45	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=45
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	ears	ears			Lesson 20 | printed page 63	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=63
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	hot	hot			Lesson 06 | printed page 21	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=21
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	peach	peach			Lesson 22 | printed page 69	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=69
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	smooth	smooth			Lesson 08 | printed page 27	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=27
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	banana	banana			Lesson 22 | printed page 69	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=69
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	egg	egg			Lesson 17 | printed page 54	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=54
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	how	how			Lesson 04 | printed page 15	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=15
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	peas	peas			Lesson 23 | printed page 72	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=72
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	snow	snow			Lesson 19 | printed page 60	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=60
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	what	what			Lesson 04 | printed page 15	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=15
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	barn	barn			Lesson 17 | printed page 54	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=54
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	eight	eight			Lesson 01 | printed page 6	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=6
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	pencil	pencil			Lesson 18 | printed page 57	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=57
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	so	so			Lesson 11 | printed page 36	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=36
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	when	when			Lesson 04 | printed page 15	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=15
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	bathrobe	bathrobe			Lesson 12 | printed page 39	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=39
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	elbow	elbow			Lesson 21 | printed page 66	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=66
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	into	into			Lesson 03 | printed page 12	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=12
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	pepper	pepper			Lesson 23 | printed page 72	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=72
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	soft	soft			Lesson 08 | printed page 27	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=27
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	where	where			Lesson 04 | printed page 15	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=15
240 Vocabulary Words Kids Need to Know, Grade 1	scholastic-240-vocabulary-grade-1	bedroom	bedroom			Lesson 12 | printed page 39	80	registry:scholastic-240-vocabulary-grade-1		Candidate-only explicit source target; spelling, sense, proper-name and IELTS relevance review required before promotion.	lexical_candidate	candidate_only	pdf	pdf:page=80,section=word-list,target-printed-page=39
