entry_id	headword	parts_of_speech	cefr_levels	primary_skill	image_guess	synonym_antonym	homophone	homograph	analogy	category_taxonomy	collocation	editorial_status	approved_sense	related_headwords	teacher_notes
accused-2014850b	accused	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
ache-f4d86d36	ache	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
achieve-f9659d46	achieve	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
achievement-c979f9ed	achievement	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
acid-434b0a6d	acid	adjective|noun	B2|C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
acid-rain-a0821474	acid rain	noun	B2	listening	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
acknowledge-4f6c0a36	acknowledge	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
acquaintance-5695170f	acquaintance	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
acquire-657d3c77	acquire	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
acquisition-e6520fc7	acquisition	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
acre-7742d495	acre	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
across-9a82bf01	across	adverb|preposition	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
act-76f3b5a7	act	noun|verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
act-on-sb-s-468117a3	act on sb's	verb	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
action-34eb4c4e	action	noun	A1|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
activate-2c1e2b1d	activate	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
activation-6d183114	activation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
active-2bb6b986	active	adjective	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
activist-78ac5b2a	activist	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
activity-0bf41704	activity	noun	A1|A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
actor-4ed3655e	actor	noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
actress-99176a9c	actress	noun	A1|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
actual-50f46198	actual	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
actually-d617b5ef	actually	adverb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
acute-041fab82	acute	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
ad-4aeb195c	ad	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adapt-40fe84e6	adapt	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adaptation-64c758cd	adaptation	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
add-58d1bbce	add	verb	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
add-insult-to-injury-66358dd5	add insult to injury	verb|verb phrase	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
addiction-ad38cf55	addiction	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
addition-c3805175	addition	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
additional-20412476	additional	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
additionally-18f88a80	additionally	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
address-c6621802	address	noun|verb	A1|A2|B1|B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
adept-bdc04d26	adept	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adequate-48a72c68	adequate	adjective	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adequately-9e6d22eb	adequately	adverb	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adhere-99e2bde7	adhere	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adjacent-7d1dd83e	adjacent	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adjust-a11f5c3b	adjust	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adjust-sth-66007d1d	adjust sth	verb	C1	reading	needs_approved_sense	needs_editorial_review	not_flagged	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adjustment-cf8e0872	adjustment	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
administer-4b8fb546	administer	verb	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
administration-056cbe59	administration	noun	B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
administrative-24c8529e	administrative	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
administrator-b3aca92c	administrator	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
admire-af964fdf	admire	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
admission-341604db	admission	noun	B1|B2|C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
admit-4a4f47d5	admit	verb	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adolescent-289414ac	adolescent	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adopt-66303ec0	adopt	verb	B2	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adoption-0ff071e9	adoption	noun	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adrenalin-0d738c44	adrenalin	noun	C1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adult-82aef589	adult	adjective|noun	A1|A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
advance-6ef7c4c1	advance	adjective|noun|verb	B1|B2	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	pos_evidence_candidate	needs_editorial_review	needs_hypernym_review	needs_usage_evidence	needs_teacher_review			
advanced-e6285436	advanced	adjective	A2|B1	listening	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
advantage-5caa3c36	advantage	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adventure-ae78612a	adventure	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
adventurous-8d2559e4	adventurous	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
adverse-95ffa894	adverse	adjective	C1	writing	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
advert-c821b09b	advert	noun	B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
advertise-210787a5	advertise	verb	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	not_flagged	needs_usage_evidence	needs_teacher_review			
advertisement-f264e6fd	advertisement	noun	A2|B1	reading	needs_approved_sense	needs_editorial_review	needs_pronunciation_evidence	not_flagged	needs_editorial_review	needs_hypernym_review	not_flagged	needs_teacher_review			
